"id","submitdate","lastpage","startlanguage","seed","G01Q18","proceed","second","G01Q01[SQ001]","G01Q01[SQ002]","G01Q02","G01Q03[SQ001]","G01Q03[SQ002]","G01Q03[SQ005]","G01Q03[SQ003]","G01Q03[SQ006]","G01Q04","G01Q05","G01Q06","G03Q20","G01Q32","G03Q13","G02Q10[SQ001]","G02Q10[SQ002]","G02Q10[SQ003]","G02Q10[SQ004]","G02Q10[SQ005]","G02Q10[SQ008]","G02Q10[SQ006]","G02Q10[SQ007]","G03Q12[SQ001]","G03Q12[SQ005]","G03Q12[SQ002]","G03Q12[SQ003]","G03Q12[SQ004]","G05Q16[SQ001]","G05Q16[SQ002]","G05Q16[SQ007]","G05Q16[SQ008]","G05Q16[SQ003]","G05Q16[SQ004]","G05Q16[SQ006]","G04Q14[SQ001]","G04Q14[SQ002]","G04Q14[SQ003]","G04Q14[SQ004]","G04Q14[SQ005]","G04Q14[SQ007]","G04Q14[SQ006]","G05Q19","G04Q17[SQ001][1]","G04Q17[SQ001][2]","G04Q17[SQ002][1]","G04Q17[SQ002][2]","G04Q17[SQ003][1]","G04Q17[SQ003][2]","G04Q17[SQ004][1]","G04Q17[SQ004][2]","G04Q17[SQ005][1]","G04Q17[SQ005][2]","G04Q17[SQ006][1]","G04Q17[SQ006][2]","G04Q17[SQ007][1]","G04Q17[SQ007][2]","G04Q17[SQ008][1]","G04Q17[SQ008][2]","G04Q17[SQ009][1]","G04Q17[SQ009][2]","G04Q17[SQ010][1]","G04Q17[SQ010][2]","G04Q17[SQ011][1]","G04Q17[SQ011][2]","G04Q17[SQ012][1]","G04Q17[SQ012][2]","G04Q17[SQ013][1]","G04Q17[SQ013][2]","G04Q17[SQ014][1]","G04Q17[SQ014][2]","G06Q17","G06Q17[other]","G07Q20","G01Q21[SQ001]","G01Q21[SQ002]","G01Q21[SQ003]","G01Q21[SQ004]","G01Q21[SQ005]","G01Q21[SQ007]"
"157","1980-01-01 00:00:00","6","en","1850820517","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Controller","Iron-Bronze","","5 (Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","Neutral","Strongly agree","Disagree","Disagree","Strongly agree","Always","Always","Never","Never","Sometimes","Sometimes","Never","Strongly disagree","Strongly agree","Neutral","Strongly agree","Strongly disagree","Neutral","Strongly agree","","3 (Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","2 (Very Mild)","Real","3 (Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","1 (Not Severe at All)","Real","Female","","18 - 25 years old","No","No","No","Yes","No","No"
"158","1980-01-01 00:00:00","6","en","1260105590","","Yes","Yes","No","No","","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4 (Moderate)","Real","3 (Mild)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","3 (Mild)","Not Real","2 (Very Mild)","Real","2 (Very Mild)","Not Real","6 (Very Severe)","Not Real","4 (Moderate)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","Non-binary","","18 - 25 years old","No","No","No","Yes","No","No"
"160","1980-01-01 00:00:00","6","en","1282858482","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Controller","I don't play ranked.","","2 (Very Mild)","1 (Not Severe at All)","3 (Mild)","5 (Severe)","5 (Severe)","6 (Very Severe)","2 (Very Mild)","4 (Moderate)","Disagree","Strongly agree","Agree","Neutral","Strongly agree","Always","Always","Often","Sometimes","Often","Rarely","Rarely","Disagree","Strongly agree","Disagree","Agree","Neutral","Disagree","Strongly agree","","1 (Not Severe at All)","Not Real","3 (Mild)","Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","2 (Very Mild)","Not Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","4 (Moderate)","Real","Agender","","18 - 25 years old","No","Yes","No","No","No","No"
"161","1980-01-01 00:00:00","6","en","445213670","","Yes","No","Yes","No","Less than 5 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","Yes","Somewhat, I identify as a gamer in certain contexts.","Controller","Silver-Gold","","5 (Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","3 (Mild)","Neutral","Strongly agree","Disagree","Strongly disagree","Strongly agree","Sometimes","Often","Often","Sometimes","Often","Often","Sometimes","Strongly disagree","Neutral","Agree","Disagree","Strongly disagree","Disagree","Agree","","3 (Mild)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Not Real","4 (Moderate)","Real","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"164","1980-01-01 00:00:00","6","en","1027276608","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Initiator","Ascendant-Immortal1","","6 (Very Severe)","6 (Very Severe)","5 (Severe)","4 (Moderate)","5 (Severe)","3 (Mild)","7 (Extremely Severe)","3 (Mild)","Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Always","Often","Often","Often","Often","Often","Often","Strongly disagree","Neutral","Agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","","2 (Very Mild)","Real","2 (Very Mild)","Real","5 (Severe)","Not Real","3 (Mild)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","6 (Very Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"166","1980-01-01 00:00:00","6","en","616337668","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","Yes","Somewhat, I identify as a gamer in certain contexts.","Sentinel","Iron-Bronze","","2 (Very Mild)","1 (Not Severe at All)","3 (Mild)","3 (Mild)","1 (Not Severe at All)","4 (Moderate)","1 (Not Severe at All)","2 (Very Mild)","Strongly disagree","Neutral","Strongly agree","Strongly disagree","Agree","Always","Always","Never","Never","Always","Sometimes","Never","Strongly disagree","Neutral","Agree","Strongly disagree","Agree","Strongly agree","Disagree","","1 (Not Severe at All)","Real","2 (Very Mild)","Real","3 (Mild)","Real","6 (Very Severe)","Real","5 (Severe)","Real","2 (Very Mild)","Not Real","4 (Moderate)","Real","5 (Severe)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","3 (Mild)","Not Real","3 (Mild)","Real","Female","","25 - 35 years old","No","No","No","No","No","Yes"
"167","1980-01-01 00:00:00","6","en","901214233","","Yes","No","Yes","No","Less than 5 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Initiator","Platinum-Diamond","","4 (Moderate)","6 (Very Severe)","5 (Severe)","5 (Severe)","4 (Moderate)","4 (Moderate)","6 (Very Severe)","4 (Moderate)","Neutral","Agree","Neutral","Strongly disagree","Disagree","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Strongly disagree","Agree","Disagree","Agree","Neutral","Neutral","Agree","","1 (Not Severe at All)","Real","3 (Mild)","Real","5 (Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","3 (Mild)","Real","2 (Very Mild)","Real","5 (Severe)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"168","1980-01-01 00:00:00","6","en","357635239","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Duelist","Silver-Gold","","3 (Mild)","1 (Not Severe at All)","6 (Very Severe)","4 (Moderate)","4 (Moderate)","1 (Not Severe at All)","6 (Very Severe)","7 (Extremely Severe)","Agree","Agree","Disagree","Strongly disagree","Disagree","Always","Always","Always","Always","Always","","Sometimes","Disagree","Agree","Agree","Neutral","Neutral","Agree","Strongly agree","","1 (Not Severe at All)","Real","2 (Very Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","3 (Mild)","Real","2 (Very Mild)","Real","6 (Very Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","3 (Mild)","Real","2 (Very Mild)","Real","2 (Very Mild)","Real","Male","","Under 18 years old","No","Yes","No","No","No","No"
"170","1980-01-01 00:00:00","6","en","110927104","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Controller","Platinum-Diamond","","1 (Not Severe at All)","2 (Very Mild)","3 (Mild)","4 (Moderate)","3 (Mild)","4 (Moderate)","2 (Very Mild)","3 (Mild)","Agree","Neutral","Strongly disagree","Disagree","Agree","Rarely","Sometimes","Often","Often","Always","Always","Rarely","Strongly disagree","Agree","Disagree","Agree","Disagree","Neutral","Agree","","3 (Mild)","Real","2 (Very Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Not Real","2 (Very Mild)","Real","3 (Mild)","Not Real","3 (Mild)","Real","3 (Mild)","Real","3 (Mild)","Not Real","5 (Severe)","Not Real","7 (Extremely Severe)","Not Real","5 (Severe)","Real","","Not Real","3 (Mild)","Real","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"171","1980-01-01 00:00:00","6","en","520252143","","Yes","No","Yes","No","More than 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Initiator","Platinum-Diamond","","5 (Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","Neutral","Strongly agree","Agree","Strongly agree","Neutral","Often","Often","Often","Often","Often","Often","Often","Strongly disagree","Neutral","Agree","Disagree","Agree","Agree","Disagree","","4 (Moderate)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","3 (Mild)","","6 (Very Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"172","1980-01-01 00:00:00","6","en","2056831271","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","Controller","I don't play ranked.","","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","4 (Moderate)","5 (Severe)","7 (Extremely Severe)","3 (Mild)","Disagree","Agree","Disagree","Disagree","Agree","Sometimes","Often","Often","Often","Sometimes","Often","Sometimes","Strongly disagree","Disagree","Agree","Disagree","Neutral","Neutral","Neutral","","3 (Mild)","Real","3 (Mild)","Real","4 (Moderate)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","3 (Mild)","Real","3 (Mild)","Real","3 (Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"174","1980-01-01 00:00:00","6","en","23410337","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","No, I don't identify as a gamer, even though I play games.","Sentinel","Silver-Gold","","2 (Very Mild)","1 (Not Severe at All)","5 (Severe)","5 (Severe)","4 (Moderate)","6 (Very Severe)","1 (Not Severe at All)","4 (Moderate)","Disagree","Strongly agree","Strongly agree","Strongly disagree","Agree","Always","Often","Rarely","Never","Sometimes","Never","Rarely","Strongly disagree","Agree","Strongly agree","Strongly disagree","Disagree","Agree","Disagree","","2 (Very Mild)","Real","2 (Very Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Not Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Female","","18 - 25 years old","Yes","No","No","No","No","No"
"176","1980-01-01 00:00:00","6","en","905398402","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Duelist","Silver-Gold","","2 (Very Mild)","1 (Not Severe at All)","5 (Severe)","6 (Very Severe)","4 (Moderate)","7 (Extremely Severe)","3 (Mild)","4 (Moderate)","Agree","Strongly agree","Neutral","Disagree","Agree","Always","Always","Never","Never","Always","Always","Rarely","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Disagree","Neutral","","3 (Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","Female","","18 - 25 years old","No","No","No","Yes","No","No"
"178","1980-01-01 00:00:00","6","en","1633884597","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Controller","Silver-Gold","","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","4 (Moderate)","Agree","Strongly agree","Agree","Disagree","Strongly agree","Never","Rarely","Sometimes","Rarely","Often","Often","Rarely","Strongly disagree","Agree","Agree","Neutral","Agree","Disagree","Strongly agree","","3 (Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","3 (Mild)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","Male","","18 - 25 years old","No","Yes","No","No","No","No"
"179","1980-01-01 00:00:00","6","en","1436560345","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Initiator","Silver-Gold","","5 (Severe)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","3 (Mild)","5 (Severe)","5 (Severe)","Neutral","Strongly agree","Agree","Neutral","Disagree","Always","Always","Never","Never","Sometimes","Sometimes","Never","Strongly disagree","Agree","Neutral","Neutral","Disagree","Agree","Neutral","","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","","","6 (Very Severe)","Real","6 (Very Severe)","Not Real","6 (Very Severe)","Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","","","7 (Extremely Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","Male","","18 - 25 years old","No","Yes","No","No","No","No"
"182","1980-01-01 00:00:00","6","en","409662902","","Yes","Yes","No","No","","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4 (Moderate)","Real","3 (Mild)","Real","4 (Moderate)","Not Real","6 (Very Severe)","Real","5 (Severe)","Not Real","5 (Severe)","Not Real","4 (Moderate)","Real","5 (Severe)","Not Real","4 (Moderate)","Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Female","","25 - 35 years old","No","No","No","No","No","Yes"
"183","1980-01-01 00:00:00","6","en","1013395090","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Sentinel","Platinum-Diamond","","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","2 (Very Mild)","1 (Not Severe at All)","1 (Not Severe at All)","Agree","Agree","Disagree","Neutral","Neutral","Always","Always","Rarely","Rarely","Rarely","Rarely","Never","Disagree","Agree","Neutral","Neutral","Disagree","Agree","Neutral","","2 (Very Mild)","Real","4 (Moderate)","Real","5 (Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","4 (Moderate)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","4 (Moderate)","Not Real","4 (Moderate)","Real","Female","","25 - 35 years old","No","Yes","No","No","No","No"
"184","1980-01-01 00:00:00","6","en","950393987","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Duelist","Silver-Gold","","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","Agree","Strongly agree","Disagree","Disagree","Agree","Always","Always","Rarely","Never","Often","Never","Never","Strongly disagree","Neutral","Neutral","Neutral","Strongly disagree","Agree","Disagree","","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","3 (Mild)","Real","5 (Severe)","Real","2 (Very Mild)","Real","Non-binary","","18 - 25 years old","No","No","No","Yes","No","No"
"186","1980-01-01 00:00:00","6","en","540681639","","Yes","No","Yes","No","More than 20 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","Controller","Iron-Bronze","","4 (Moderate)","1 (Not Severe at All)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","1 (Not Severe at All)","7 (Extremely Severe)","Neutral","Strongly agree","Strongly agree","Disagree","Agree","Sometimes","Often","Often","Sometimes","Often","Often","Sometimes","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Agree","Disagree","","2 (Very Mild)","Real","2 (Very Mild)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","2 (Very Mild)","Real","3 (Mild)","Real","6 (Very Severe)","Real","Female","","18 - 25 years old","No","No","No","Yes","No","No"
"189","1980-01-01 00:00:00","6","en","1473083478","","Yes","No","Yes","No","Less than 5 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Sentinel","Iron-Bronze","","5 (Severe)","7 (Extremely Severe)","4 (Moderate)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","Agree","Strongly agree","Neutral","Disagree","Agree","Always","Rarely","Always","Never","Always","Always","Never","Strongly disagree","Agree","Agree","Strongly disagree","Disagree","Neutral","Neutral","","5 (Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","5 (Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","5 (Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","No","Yes","No","No","No","No"
"191","1980-01-01 00:00:00","6","en","1523622625","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Duelist","Platinum-Diamond","","3 (Mild)","3 (Mild)","4 (Moderate)","5 (Severe)","2 (Very Mild)","5 (Severe)","3 (Mild)","4 (Moderate)","Agree","Agree","Neutral","Agree","Disagree","Always","Always","Rarely","Sometimes","Rarely","Rarely","Rarely","Disagree","Disagree","Agree","Disagree","Neutral","Agree","Neutral","","3 (Mild)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","2 (Very Mild)","Not Real","3 (Mild)","Not Real","3 (Mild)","Real","2 (Very Mild)","Not Real","3 (Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","Female","","18 - 25 years old","No","No","No","No","No","Yes"
"192","1980-01-01 00:00:00","6","en","387672665","","Yes","No","Yes","No","5 to 10 hours","No","No","No","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","Yes","No, I don't identify as a gamer, even though I play games.","Sentinel","Iron-Bronze","","3 (Mild)","2 (Very Mild)","5 (Severe)","3 (Mild)","7 (Extremely Severe)","3 (Mild)","4 (Moderate)","7 (Extremely Severe)","Disagree","Neutral","Agree","Disagree","Agree","Rarely","Sometimes","Always","Rarely","","","","Strongly disagree","Neutral","Agree","Disagree","Agree","Disagree","Agree","","6 (Very Severe)","","6 (Very Severe)","","5 (Severe)","","3 (Mild)","","4 (Moderate)","","4 (Moderate)","","2 (Very Mild)","","4 (Moderate)","","2 (Very Mild)","","2 (Very Mild)","","2 (Very Mild)","","6 (Very Severe)","","6 (Very Severe)","","6 (Very Severe)","","Non-binary","","25 - 35 years old","Yes","No","No","No","No","No"
"195","1980-01-01 00:00:00","6","en","1912751654","","Yes","No","Yes","No","More than 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Duelist","Platinum-Diamond","","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","Agree","Agree","Disagree","Disagree","Agree","Always","Sometimes","Never","Never","Always","Often","Rarely","Disagree","Strongly agree","Neutral","Neutral","Disagree","Neutral","Strongly agree","","4 (Moderate)","Real","5 (Severe)","Real","5 (Severe)","Not Real","5 (Severe)","Real","3 (Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Not Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","No","No","Yes","No","No","No"
"196","1980-01-01 00:00:00","6","en","1641945269","","Yes","No","Yes","No","10 to 20 hours","Yes","No","Yes","Yes","No","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Duelist","Platinum-Diamond","","6 (Very Severe)","6 (Very Severe)","5 (Severe)","5 (Severe)","4 (Moderate)","2 (Very Mild)","7 (Extremely Severe)","1 (Not Severe at All)","Agree","Neutral","Strongly disagree","Neutral","Strongly agree","Always","Always","Sometimes","Sometimes","Often","Often","Rarely","Neutral","Agree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Agree","","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","","4 (Moderate)","Real","1 (Not Severe at All)","Real","2 (Very Mild)","Real","1 (Not Severe at All)","Real","5 (Severe)","Real","2 (Very Mild)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","2 (Very Mild)","Real","2 (Very Mild)","Real","Non-binary","","25 - 35 years old","No","Yes","No","Yes","No","Yes"
"197","1980-01-01 00:00:00","6","en","861730953","","Yes","No","Yes","No","5 to 10 hours","No","No","No","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","No","No, I don't identify as a gamer, even though I play games.","Controller","Iron-Bronze","","6 (Very Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","4 (Moderate)","7 (Extremely Severe)","4 (Moderate)","Disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Always","Always","Sometimes","Sometimes","Often","Often","Sometimes","Neutral","Disagree","Strongly agree","Strongly disagree","Disagree","Strongly agree","Strongly disagree","","4 (Moderate)","Real","2 (Very Mild)","Not Real","5 (Severe)","Real","6 (Very Severe)","Not Real","4 (Moderate)","Real","1 (Not Severe at All)","Not Real","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","Other","Irrelevant to me","25 - 35 years old","Yes","No","No","No","No","No"
"199","1980-01-01 00:00:00","6","en","1544774876","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Duelist","Platinum-Diamond","","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","4 (Moderate)","Neutral","Strongly agree","Strongly disagree","Agree","Disagree","Always","Always","Rarely","Rarely","Always","Always","Sometimes","Neutral","Agree","Neutral","Disagree","Agree","Strongly agree","Neutral","","1 (Not Severe at All)","Real","2 (Very Mild)","Not Real","5 (Severe)","Real","7 (Extremely Severe)","Real","3 (Mild)","Not Real","7 (Extremely Severe)","Not Real","2 (Very Mild)","Real","5 (Severe)","Not Real","2 (Very Mild)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","Male","","18 - 25 years old","Yes","Yes","No","No","No","No"
