"id","submitdate","lastpage","startlanguage","seed","G01Q18","proceed","second","G01Q01[SQ001]","G01Q01[SQ002]","G01Q01[SQ003]","G01Q02","G01Q03[SQ001]","G01Q03[SQ002]","G01Q03[SQ005]","G01Q03[SQ003]","G01Q03[SQ004]","G01Q03[SQ006]","G01Q04","G01Q05","G01Q06","G03Q13","G02Q10[SQ001]","G02Q10[SQ002]","G02Q10[SQ003]","G02Q10[SQ004]","G02Q10[SQ005]","G02Q10[SQ008]","G02Q10[SQ006]","G02Q10[SQ007]","G03Q12[SQ001]","G03Q12[SQ005]","G03Q12[SQ002]","G03Q12[SQ003]","G03Q12[SQ004]","G05Q16[SQ001]","G05Q16[SQ002]","G05Q16[SQ007]","G05Q16[SQ008]","G05Q16[SQ003]","G05Q16[SQ004]","G05Q16[SQ005]","G05Q16[SQ006]","G04Q14[SQ001]","G04Q14[SQ002]","G04Q14[SQ003]","G04Q14[SQ004]","G04Q14[SQ005]","G04Q14[SQ007]","G04Q14[SQ006]","G05Q19","G04Q17[SQ001][1]","G04Q17[SQ001][2]","G04Q17[SQ002][1]","G04Q17[SQ002][2]","G04Q17[SQ003][1]","G04Q17[SQ003][2]","G04Q17[SQ004][1]","G04Q17[SQ004][2]","G04Q17[SQ005][1]","G04Q17[SQ005][2]","G04Q17[SQ006][1]","G04Q17[SQ006][2]","G04Q17[SQ007][1]","G04Q17[SQ007][2]","G04Q17[SQ008][1]","G04Q17[SQ008][2]","G04Q17[SQ009][1]","G04Q17[SQ009][2]","G04Q17[SQ010][1]","G04Q17[SQ010][2]","G04Q17[SQ011][1]","G04Q17[SQ011][2]","G04Q17[SQ012][1]","G04Q17[SQ012][2]","G04Q17[SQ013][1]","G04Q17[SQ013][2]","G04Q17[SQ014][1]","G04Q17[SQ014][2]","G06Q17","G06Q17[other]","G07Q20","G01Q21[SQ001]","G01Q21[SQ002]","G01Q21[SQ003]","G01Q21[SQ004]","G01Q21[SQ005]","G01Q21[SQ007]"
"111","1980-01-01 00:00:00","6","en","876367023","","Yes","No","Yes","No","No","More than 20 hours","No","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","Yes","Yes, I strongly identify as a gamer.","","5 (Severe)","4 (Moderate)","5 (Severe)","6 (Very Severe)","5 (Severe)","6 (Very Severe)","6 (Very Severe)","4 (Moderate)","Agree","Disagree","Strongly disagree","Agree","Neutral","Sometimes","Rarely","Never","Never","Sometimes","Sometimes","Never","Never","Neutral","Neutral","Disagree","Agree","Disagree","Neutral","Agree","","2 (Very Mild)","Real","1 (Not Severe at All)","Real","3 (Mild)","Real","5 (Severe)","Real","3 (Mild)","Not Real","4 (Moderate)","Real","4 (Moderate)","Not Real","5 (Severe)","Not Real","4 (Moderate)","Not Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","2 (Very Mild)","Real","Male","","Over 35 years old","Yes","No","No","No","No","No"
"112","1980-01-01 00:00:00","6","en","413227338","","Yes","No","Yes","No","No","More than 20 hours","No","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","","3 (Mild)","1 (Not Severe at All)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","4 (Moderate)","3 (Mild)","3 (Mild)","Agree","Agree","Strongly disagree","Strongly disagree","Agree","Sometimes","Rarely","Always","Sometimes","Sometimes","Sometimes","Always","Sometimes","Neutral","Strongly agree","Neutral","Agree","Disagree","Neutral","Neutral","","2 (Very Mild)","Real","3 (Mild)","Real","4 (Moderate)","Real","5 (Severe)","Real","2 (Very Mild)","Not Real","5 (Severe)","Real","4 (Moderate)","Not Real","5 (Severe)","Not Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","1 (Not Severe at All)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"113","1980-01-01 00:00:00","6","en","1851063428","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","No","No","Yes","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","Yes","Somewhat, I identify as a gamer in certain contexts.","","6 (Very Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","Neutral","Strongly agree","Agree","Strongly disagree","Strongly agree","Often","Often","Sometimes","Sometimes","Always","Always","Sometimes","Sometimes","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Agree","Agree","Strongly disagree","","5 (Severe)","","1 (Not Severe at All)","","7 (Extremely Severe)","","6 (Very Severe)","Real","5 (Severe)","","7 (Extremely Severe)","Real","6 (Very Severe)","","7 (Extremely Severe)","Real","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","6 (Very Severe)","","6 (Very Severe)","","Agender","","Over 35 years old","Yes","No","No","Yes","No","No"
"114","1980-01-01 00:00:00","6","en","779082131","","Yes","No","Yes","No","No","5 to 10 hours","No","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","","2 (Very Mild)","1 (Not Severe at All)","1 (Not Severe at All)","3 (Mild)","5 (Severe)","4 (Moderate)","2 (Very Mild)","2 (Very Mild)","Disagree","Neutral","Agree","Disagree","Strongly agree","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Never","Sometimes","Sometimes","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Agree","Strongly disagree","","3 (Mild)","Real","3 (Mild)","Real","5 (Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","","","5 (Severe)","Real","5 (Severe)","","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Not Real","Female","","25 - 35 years old","Yes","No","No","No","No","No"
"115","1980-01-01 00:00:00","6","en","1010534835","","Yes","No","Yes","No","No","5 to 10 hours","No","No","No","No","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","","5 (Severe)","3 (Mild)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","Agree","Strongly agree","Neutral","Neutral","Neutral","Always","Always","Rarely","Rarely","Often","Often","Rarely","Rarely","Strongly disagree","Agree","Agree","Disagree","Disagree","Agree","Neutral","","4 (Moderate)","Real","5 (Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","3 (Mild)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"116","1980-01-01 00:00:00","6","en","1693699804","","Yes","No","Yes","No","No","Less than 5 hours","No","No","No","No","No","Yes","Not involved (""just"" playing)","Yes","No, I don't identify as a gamer, even though I play games.","","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","Disagree","Strongly agree","Agree","Strongly disagree","Agree","Often","Sometimes","Often","Often","Often","Often","Often","Often","Disagree","Disagree","Strongly agree","Disagree","Agree","Agree","Disagree","","6 (Very Severe)","","6 (Very Severe)","","6 (Very Severe)","","7 (Extremely Severe)","","6 (Very Severe)","","4 (Moderate)","","6 (Very Severe)","","7 (Extremely Severe)","","6 (Very Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","6 (Very Severe)","Not Real","5 (Severe)","","Female","","18 - 25 years old","Yes","No","No","No","No","No"
"117","1980-01-01 00:00:00","6","en","2040816653","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","Yes","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","Yes","Yes, I strongly identify as a gamer.","","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","Agree","Strongly agree","Neutral","Strongly disagree","Agree","Always","Always","Often","Often","Always","Always","Rarely","Rarely","Strongly disagree","Neutral","Strongly agree","Strongly disagree","Strongly agree","Neutral","Agree","","4 (Moderate)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","3 (Mild)","Real","2 (Very Mild)","Not Real","5 (Severe)","Real","6 (Very Severe)","Not Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"118","1980-01-01 00:00:00","6","en","445049537","","Yes","No","Yes","No","No","More than 20 hours","No","No","No","No","No","Yes","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","Yes","Yes, I strongly identify as a gamer.","","4 (Moderate)","4 (Moderate)","5 (Severe)","5 (Severe)","3 (Mild)","6 (Very Severe)","6 (Very Severe)","2 (Very Mild)","Agree","Disagree","Strongly disagree","Agree","Disagree","Never","Never","Rarely","Never","Rarely","Never","Never","Never","Strongly disagree","Strongly agree","Neutral","Neutral","Disagree","Disagree","Strongly agree","","1 (Not Severe at All)","","1 (Not Severe at All)","","1 (Not Severe at All)","","2 (Very Mild)","","1 (Not Severe at All)","","1 (Not Severe at All)","","1 (Not Severe at All)","","1 (Not Severe at All)","","1 (Not Severe at All)","","2 (Very Mild)","","4 (Moderate)","","2 (Very Mild)","","1 (Not Severe at All)","","1 (Not Severe at All)","","Female","","25 - 35 years old","Yes","No","No","No","No","No"
"119","1980-01-01 00:00:00","6","en","1532532577","","Yes","No","Yes","No","No","5 to 10 hours","Yes","No","No","No","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","Neutral","Strongly agree","Strongly agree","Disagree","Agree","Always","Always","Always","Always","Always","Always","Always","Always","Strongly disagree","Agree","Agree","Disagree","Agree","Neutral","Disagree","","3 (Mild)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Not Real","6 (Very Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","Non-binary","","18 - 25 years old","Yes","No","No","No","No","No"
"120","1980-01-01 00:00:00","6","en","1431563679","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","","5 (Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","5 (Severe)","6 (Very Severe)","Neutral","Disagree","Neutral","Disagree","Strongly agree","Often","Sometimes","Often","Often","Always","Always","Sometimes","Sometimes","Disagree","Agree","Agree","Disagree","Agree","Neutral","Strongly agree","","3 (Mild)","Real","2 (Very Mild)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","2 (Very Mild)","Not Real","6 (Very Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","3 (Mild)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"122","1980-01-01 00:00:00","6","en","817024339","","Yes","No","Yes","No","No","More than 20 hours","No","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","","3 (Mild)","1 (Not Severe at All)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","4 (Moderate)","2 (Very Mild)","1 (Not Severe at All)","Neutral","Agree","Strongly disagree","Strongly disagree","Agree","Sometimes","Sometimes","Always","Often","Often","Sometimes","Always","Rarely","Strongly disagree","Strongly agree","Disagree","Neutral","Strongly disagree","Disagree","Agree","","1 (Not Severe at All)","Real","4 (Moderate)","Real","3 (Mild)","Not Real","6 (Very Severe)","Real","4 (Moderate)","Not Real","4 (Moderate)","Real","4 (Moderate)","Not Real","6 (Very Severe)","Not Real","5 (Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","2 (Very Mild)","Real","3 (Mild)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"123","1980-01-01 00:00:00","6","en","1340665482","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","No","Yes","No","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","","5 (Severe)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","4 (Moderate)","Neutral","Neutral","Agree","Neutral","Agree","Always","Always","Never","Never","Rarely","Rarely","Never","Never","Strongly disagree","Agree","Agree","Strongly disagree","Disagree","Disagree","Agree","","2 (Very Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","7 (Extremely Severe)","Not Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","5 (Severe)","Not Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"124","1980-01-01 00:00:00","6","en","1987741052","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","Yes","No","No","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","Neutral","Agree","Strongly disagree","Agree","Disagree","Always","Often","Always","Sometimes","Often","Often","Never","Never","Agree","Agree","Disagree","Agree","Strongly disagree","Neutral","Agree","","1 (Not Severe at All)","Real","3 (Mild)","Real","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","2 (Very Mild)","Real","3 (Mild)","Real","","Real","5 (Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","3 (Mild)","Real","3 (Mild)","Real","2 (Very Mild)","","Female","","18 - 25 years old","Yes","No","No","No","No","No"
"125","1980-01-01 00:00:00","6","en","896636231","","Yes","No","Yes","No","No","More than 20 hours","Yes","No","No","Yes","Yes","No","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","No","Yes, I strongly identify as a gamer.","","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","6 (Very Severe)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","4 (Moderate)","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Rarely","Rarely","Never","Never","Sometimes","Sometimes","Sometimes","Never","Strongly disagree","Neutral","Strongly disagree","Agree","Strongly disagree","Neutral","Neutral","","1 (Not Severe at All)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","3 (Mild)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","3 (Mild)","Real","3 (Mild)","Real","3 (Mild)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"127","1980-01-01 00:00:00","6","en","910308319","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","Yes","No","No","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","","5 (Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","Agree","Strongly agree","Agree","Disagree","Agree","Always","Always","Rarely","Rarely","Always","Always","Rarely","Rarely","Strongly disagree","Disagree","Agree","Strongly disagree","Neutral","Agree","Disagree","","5 (Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","4 (Moderate)","Not Real","6 (Very Severe)","Real","6 (Very Severe)","Not Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"129","1980-01-01 00:00:00","6","en","1169181188","","Yes","No","Yes","No","No","5 to 10 hours","No","No","No","Yes","No","No","Not involved (""just"" playing)","Yes","Yes, I strongly identify as a gamer.","","4 (Moderate)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","5 (Severe)","6 (Very Severe)","4 (Moderate)","Strongly agree","Agree","Disagree","Agree","Agree","Always","Always","Never","Rarely","Never","Sometimes","Never","Rarely","Strongly disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","","3 (Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","Female","","25 - 35 years old","Yes","No","No","No","No","No"
"130","1980-01-01 00:00:00","6","en","238841449","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","Yes","Somewhat, I identify as a gamer in certain contexts.","","5 (Severe)","3 (Mild)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Always","Often","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Neutral","Disagree","Agree","","3 (Mild)","Not Real","3 (Mild)","Not Real","4 (Moderate)","Real","5 (Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Female","","25 - 35 years old","Yes","No","No","No","No","No"
"131","1980-01-01 00:00:00","6","en","4928987","","Yes","No","Yes","No","No","5 to 10 hours","No","No","No","No","No","Yes","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","Disagree","Neutral","Disagree","Neutral","Agree","Often","Sometimes","Never","Never","Often","Often","Rarely","Rarely","Strongly disagree","Neutral","Agree","Neutral","Neutral","Neutral","Agree","","5 (Severe)","Not Real","6 (Very Severe)","Not Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","","","6 (Very Severe)","Not Real","","","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"132","1980-01-01 00:00:00","6","en","201764276","","Yes","No","Yes","No","No","5 to 10 hours","No","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","","2 (Very Mild)","1 (Not Severe at All)","5 (Severe)","7 (Extremely Severe)","2 (Very Mild)","4 (Moderate)","7 (Extremely Severe)","1 (Not Severe at All)","Strongly disagree","Neutral","Strongly disagree","Agree","Strongly agree","Never","Sometimes","Rarely","Never","Always","Rarely","Never","Never","Strongly disagree","Strongly agree","Disagree","Agree","Strongly disagree","Neutral","Agree","","1 (Not Severe at All)","Real","5 (Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","3 (Mild)","Not Real","3 (Mild)","Real","1 (Not Severe at All)","Not Real","5 (Severe)","Not Real","1 (Not Severe at All)","Not Real","5 (Severe)","Not Real","7 (Extremely Severe)","Real","3 (Mild)","Real","2 (Very Mild)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"134","1980-01-01 00:00:00","6","en","899652572","","Yes","No","Yes","No","No","More than 20 hours","No","No","No","Yes","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","","6 (Very Severe)","5 (Severe)","4 (Moderate)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","4 (Moderate)","Agree","Neutral","Disagree","Neutral","Neutral","Never","Rarely","Never","Rarely","Rarely","Rarely","Never","Never","Strongly disagree","Agree","Neutral","Agree","Strongly disagree","Disagree","Strongly agree","","3 (Mild)","Real","4 (Moderate)","Real","5 (Severe)","Not Real","5 (Severe)","Not Real","6 (Very Severe)","Not Real","4 (Moderate)","Not Real","4 (Moderate)","Real","6 (Very Severe)","Not Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Not Real","5 (Severe)","Real","5 (Severe)","Real","3 (Mild)","Not Real","3 (Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"135","1980-01-01 00:00:00","6","en","163627561","","Yes","No","Yes","No","No","5 to 10 hours","No","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","7 (Extremely Severe)","7 (Extremely Severe)","Neutral","Neutral","Strongly disagree","Disagree","Strongly agree","Always","Always","Always","Always","Always","Always","Never","Never","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","","3 (Mild)","Real","3 (Mild)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"136","1980-01-01 00:00:00","6","en","118921104","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","No","No","Yes","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","Yes","Yes, I strongly identify as a gamer.","","2 (Very Mild)","2 (Very Mild)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","4 (Moderate)","Neutral","Strongly agree","Disagree","Strongly disagree","Strongly agree","Always","Always","Sometimes","Sometimes","Always","Always","Sometimes","Sometimes","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","","4 (Moderate)","Real","6 (Very Severe)","Real","5 (Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"138","1980-01-01 00:00:00","6","en","1852549613","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","Yes","Yes, I strongly identify as a gamer.","","6 (Very Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","Agree","Strongly agree","Disagree","Disagree","Agree","Often","Sometimes","Often","Sometimes","Always","Always","Often","Often","Strongly disagree","Disagree","Strongly agree","Disagree","Neutral","Agree","Disagree","","4 (Moderate)","","6 (Very Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","","","6 (Very Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","5 (Severe)","","4 (Moderate)","","5 (Severe)","","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"139","1980-01-01 00:00:00","6","en","1823332773","","Yes","No","Yes","No","No","5 to 10 hours","Yes","No","No","No","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","4 (Moderate)","6 (Very Severe)","6 (Very Severe)","6 (Very Severe)","5 (Severe)","Neutral","Agree","Agree","Strongly disagree","Strongly disagree","Rarely","Often","Rarely","Rarely","Sometimes","Sometimes","Rarely","Rarely","Disagree","Disagree","Neutral","Neutral","Disagree","Agree","Disagree","","4 (Moderate)","","5 (Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","6 (Very Severe)","","2 (Very Mild)","","3 (Mild)","","6 (Very Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","6 (Very Severe)","","4 (Moderate)","","5 (Severe)","","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"141","1980-01-01 00:00:00","6","en","1751486870","","Yes","No","No","Yes","No","Less than 5 hours","No","No","No","No","No","Yes","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","No","Yes, I strongly identify as a gamer.","","3 (Mild)","3 (Mild)","5 (Severe)","5 (Severe)","4 (Moderate)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","Disagree","Strongly agree","Strongly disagree","Disagree","Strongly disagree","Sometimes","Sometimes","Never","Never","Rarely","Sometimes","Rarely","Rarely","Disagree","Disagree","Agree","Disagree","Strongly disagree","Neutral","Neutral","","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","6 (Very Severe)","Real","","","5 (Severe)","Real","3 (Mild)","Real","","","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","2 (Very Mild)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"142","1980-01-01 00:00:00","6","en","9043765","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","No","Yes","No","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","Neutral","Strongly agree","Strongly disagree","Disagree","Neutral","Always","Always","Rarely","Never","Sometimes","Never","Never","Never","Strongly disagree","Neutral","Strongly agree","Neutral","Agree","Neutral","Neutral","","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","Female","","18 - 25 years old","Yes","No","No","No","No","No"
